#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
6.6 83.8853 16.1147 279.992 11.0303 8.97721 279.874 10.7821 9.34427 
6.7 83.7924 16.2076 279.986 11.0478 8.96627 279.873 10.7923 9.33446 
6.8 83.6995 16.3005 279.979 11.0654 8.95546 279.873 10.8025 9.32467 
6.9 83.6066 16.3934 279.972 11.083 8.94479 279.873 10.8125 9.31488 
7 83.5136 16.4864 279.965 11.1006 8.93426 279.872 10.8226 9.30509 
7.1 83.4207 16.5793 279.958 11.1183 8.92386 279.872 10.8326 9.29531 
7.2 83.3277 16.6723 279.95 11.1361 8.9136 279.872 10.8426 9.28554 
7.3 83.2347 16.7653 279.943 11.1539 8.90347 279.872 10.8525 9.27578 
7.4 83.1418 16.8582 279.935 11.1718 8.89347 279.872 10.8624 9.26602 
7.5 83.0487 16.9513 279.927 11.1898 8.88362 279.872 10.8722 9.25627 
7.6 82.9557 17.0443 279.918 11.2078 8.87389 279.871 10.882 9.24653 
7.7 82.8627 17.1373 279.91 11.2258 8.86431 279.871 10.8917 9.23679 
7.8 82.7696 17.2304 279.901 11.2439 8.85485 279.871 10.9015 9.22706 
7.9 82.6766 17.3234 279.892 11.2621 8.84554 279.872 10.9111 9.21734 
8 82.5835 17.4165 279.883 11.2803 8.83636 279.872 10.9208 9.20762 
8.1 82.4904 17.5096 279.874 11.2986 8.82731 279.872 10.9303 9.19792 
8.2 82.3972 17.6028 279.865 11.3169 8.8184 279.872 10.9399 9.18822 
8.3 82.3041 17.6959 279.855 11.3353 8.80962 279.872 10.9494 9.17852 
8.4 82.2109 17.7891 279.845 11.3538 8.80098 279.872 10.9589 9.16884 
8.5 82.1178 17.8822 279.835 11.3723 8.79248 279.873 10.9683 9.15917 
8.6 82.0246 17.9754 279.825 11.3908 8.78411 279.873 10.9777 9.1495 
8.7 81.9314 18.0686 279.815 11.4094 8.77587 279.873 10.9871 9.13984 
8.8 81.8382 18.1618 279.804 11.4281 8.76777 279.873 10.9964 9.13019 
8.9 81.7449 18.2551 279.793 11.4468 8.7598 279.874 11.0057 9.12054 
9 81.6517 18.3483 279.782 11.4656 8.75197 279.874 11.0149 9.11091 
9.1 81.5584 18.4416 279.771 11.4844 8.74428 279.875 11.0241 9.10129 
9.2 81.4651 18.5349 279.76 11.5033 8.73672 279.875 11.0333 9.09167 
9.3 81.3718 18.6282 279.748 11.5223 8.72929 279.875 11.0424 9.08206 
9.4 81.2784 18.7216 279.737 11.5413 8.722 279.876 11.0515 9.07246 
9.5 81.1851 18.8149 279.725 11.5603 8.71484 279.877 11.0606 9.06287 
9.6 81.0917 18.9083 279.713 11.5794 8.70782 279.877 11.0696 9.05329 
9.7 80.9983 19.0017 279.7 11.5986 8.70094 279.878 11.0786 9.04372 
9.8 80.9049 19.0951 279.688 11.6178 8.69419 279.878 11.0876 9.03416 
9.9 80.8115 19.1885 279.675 11.6371 8.68757 279.879 11.0965 9.02461 
10 80.718 19.282 279.662 11.6565 8.68109 279.88 11.1054 9.01507 
10.1 80.6245 19.3755 279.649 11.6759 8.67474 279.88 11.1142 9.00554 
10.2 80.5311 19.4689 279.636 11.6953 8.66853 279.881 11.123 8.99601 
10.3 80.4376 19.5624 279.623 11.7148 8.66245 279.882 11.1318 8.9865 
10.4 80.344 19.656 279.609 11.7344 8.65651 279.882 11.1406 8.977 
10.5 80.2505 19.7495 279.595 11.754 8.6507 279.883 11.1493 8.96751 
10.6 80.1569 19.8431 279.581 11.7737 8.64503 279.884 11.1579 8.95803 
10.7 80.0633 19.9367 279.567 11.7934 8.63949 279.885 11.1666 8.94855 
10.8 79.9697 20.0303 279.553 11.8132 8.63408 279.886 11.1752 8.93909 
10.9 79.8761 20.1239 279.538 11.8331 8.62881 279.887 11.1838 8.92964 
11 79.7824 20.2176 279.523 11.853 8.62368 279.887 11.1923 8.92021 
11.1 79.6888 20.3112 279.508 11.8729 8.61868 279.888 11.2008 8.91078 
11.2 79.5951 20.4049 279.493 11.893 8.61381 279.889 11.2093 8.90136 
11.3 79.5014 20.4986 279.478 11.913 8.60908 279.89 11.2178 8.89196 
11.4 79.4076 20.5924 279.462 11.9332 8.60448 279.891 11.2262 8.88256 
11.5 79.3139 20.6861 279.447 11.9533 8.60002 279.892 11.2346 8.87318 
11.6 79.2201 20.7799 279.431 11.9736 8.59569 279.893 11.2429 8.86381 
11.7 79.1263 20.8737 279.415 11.9939 8.5915 279.894 11.2513 8.85445 
11.8 79.0325 20.9675 279.398 12.0142 8.58744 279.895 11.2596 8.8451 
11.9 78.9386 21.0614 279.382 12.0347 8.58351 279.896 11.2678 8.83577 
12 78.8448 21.1552 279.365 12.0551 8.57972 279.898 11.276 8.82644 
12.1 78.7509 21.2491 279.348 12.0757 8.57606 279.899 11.2843 8.81713 
12.2 78.657 21.343 279.331 12.0962 8.57254 279.9 11.2924 8.80783 
12.3 78.5631 21.4369 279.314 12.1169 8.56915 279.901 11.3006 8.79854 
12.4 78.4691 21.5309 279.297 12.1376 8.5659 279.902 11.3087 8.78927 
12.5 78.3752 21.6248 279.279 12.1583 8.56278 279.903 11.3168 8.78001 
12.6 78.2812 21.7188 279.261 12.1791 8.55979 279.904 11.3248 8.77076 
12.7 78.1872 21.8128 279.243 12.2 8.55694 279.906 11.3329 8.76152 
12.8 78.0931 21.9069 279.225 12.2209 8.55422 279.907 11.3409 8.7523 
12.9 77.9991 22.0009 279.206 12.2419 8.55164 279.908 11.3488 8.74309 
13 77.905 22.095 279.188 12.263 8.54919 279.909 11.3568 8.73389 
13.1 77.8109 22.1891 279.169 12.2841 8.54688 279.911 11.3647 8.72471 
13.2 77.7168 22.2832 279.15 12.3052 8.5447 279.912 11.3726 8.71554 
13.3 77.6226 22.3774 279.131 12.3264 8.54265 279.913 11.3805 8.70638 
13.4 77.5285 22.4715 279.112 12.3477 8.54074 279.914 11.3883 8.69724 
13.5 77.4343 22.5657 279.092 12.369 8.53896 279.916 11.3961 8.68811 
13.6 77.3401 22.6599 279.072 12.3904 8.53732 279.917 11.4039 8.67899 
13.7 77.2458 22.7542 279.052 12.4118 8.53581 279.918 11.4116 8.66989 
13.8 77.1516 22.8484 279.032 12.4333 8.53443 279.92 11.4194 8.66081 
13.9 77.0573 22.9427 279.012 12.4549 8.53319 279.921 11.4271 8.65173 
14 76.963 23.037 278.991 12.4765 8.53208 279.923 11.4348 8.64268 
14.1 76.8687 23.1313 278.971 12.4982 8.5311 279.924 11.4424 8.63363 
14.2 76.7743 23.2257 278.95 12.5199 8.53026 279.925 11.45 8.6246 
14.3 76.68 23.32 278.929 12.5417 8.52956 279.927 11.4577 8.61559 
14.4 76.5856 23.4144 278.908 12.5635 8.52898 279.928 11.4652 8.60659 
14.5 76.4912 23.5088 278.886 12.5854 8.52855 279.93 11.4728 8.59761 
14.6 76.3967 23.6033 278.864 12.6074 8.52824 279.931 11.4803 8.58864 
14.7 76.3023 23.6977 278.843 12.6294 8.52807 279.932 11.4878 8.57968 
14.8 76.2078 23.7922 278.821 12.6514 8.52803 279.934 11.4953 8.57074 
14.9 76.1133 23.8867 278.798 12.6736 8.52813 279.935 11.5028 8.56182 
15 76.0188 23.9812 278.776 12.6958 8.52836 279.937 11.5102 8.55291 
15.1 75.9242 24.0758 278.753 12.718 8.52872 279.938 11.5176 8.54402 
15.2 75.8297 24.1703 278.73 12.7403 8.52922 279.94 11.525 8.53514 
15.3 75.7351 24.2649 278.707 12.7627 8.52985 279.941 11.5324 8.52628 
15.4 75.6405 24.3595 278.684 12.7851 8.53062 279.943 11.5397 8.51744 
15.5 75.5458 24.4542 278.661 12.8076 8.53152 279.944 11.5471 8.50861 
15.6 75.4512 24.5488 278.637 12.8301 8.53255 279.946 11.5544 8.4998 
15.7 75.3565 24.6435 278.614 12.8527 8.53372 279.947 11.5617 8.49101 
15.8 75.2618 24.7382 278.59 12.8753 8.53502 279.949 11.5689 8.48223 
15.9 75.167 24.833 278.566 12.898 8.53645 279.95 11.5762 8.47347 
16 75.0723 24.9277 278.541 12.9208 8.53802 279.952 11.5834 8.46472 
16.1 74.9775 25.0225 278.517 12.9436 8.53972 279.953 11.5906 8.45599 
16.2 74.8827 25.1173 278.492 12.9665 8.54155 279.955 11.5978 8.44728 
16.3 74.7879 25.2121 278.467 12.9894 8.54352 279.956 11.6049 8.43859 
16.4 74.6931 25.3069 278.442 13.0124 8.54562 279.958 11.6121 8.42991 
16.5 74.5982 25.4018 278.417 13.0355 8.54786 279.96 11.6192 8.42126 
16.6 74.5033 25.4967 278.391 13.0586 8.55023 279.961 11.6263 8.41261 
16.7 74.4084 25.5916 278.365 13.0818 8.55273 279.963 11.6334 8.40399 
16.8 74.3135 25.6865 278.34 13.105 8.55537 279.964 11.6404 8.39538 
16.9 74.2185 25.7815 278.314 13.1283 8.55814 279.966 11.6475 8.3868 
17 74.1236 25.8764 278.287 13.1516 8.56104 279.967 11.6545 8.37823 
17.1 74.0286 25.9714 278.261 13.175 8.56408 279.969 11.6615 8.36968 
17.2 73.9335 26.0665 278.234 13.1985 8.56725 279.97 11.6685 8.36114 
17.3 73.8385 26.1615 278.207 13.222 8.57055 279.972 11.6754 8.35263 
17.4 73.7434 26.2566 278.18 13.2456 8.57399 279.973 11.6824 8.34413 
17.5 73.6484 26.3516 278.153 13.2692 8.57756 279.975 11.6893 8.33565 
17.6 73.5532 26.4468 278.126 13.2929 8.58126 279.977 11.6962 8.32719 
17.7 73.4581 26.5419 278.098 13.3167 8.5851 279.978 11.7031 8.31875 
17.8 73.363 26.637 278.07 13.3405 8.58907 279.98 11.71 8.31033 
17.9 73.2678 26.7322 278.042 13.3644 8.59318 279.981 11.7169 8.30193 
18 73.1726 26.8274 278.014 13.3883 8.59742 279.983 11.7237 8.29355 
18.1 73.0774 26.9226 277.986 13.4123 8.60179 279.984 11.7305 8.28519 
18.2 72.9821 27.0179 277.957 13.4363 8.60629 279.986 11.7374 8.27684 
18.3 72.8869 27.1131 277.929 13.4604 8.61093 279.987 11.7442 8.26852 
18.4 72.7916 27.2084 277.9 13.4846 8.61571 279.989 11.7509 8.26021 
18.5 72.6963 27.3037 277.871 13.5088 8.62061 279.99 11.7577 8.25193 
18.6 72.601 27.399 277.841 13.5331 8.62565 279.992 11.7645 8.24366 
18.7 72.5056 27.4944 277.812 13.5574 8.63082 279.993 11.7712 8.23542 
18.8 72.4103 27.5897 277.782 13.5818 8.63613 279.995 11.7779 8.22719 
18.9 72.3149 27.6851 277.752 13.6063 8.64157 279.996 11.7846 8.21899 
19 72.2195 27.7805 277.722 13.6308 8.64714 279.998 11.7913 8.21081 
19.1 72.124 27.876 277.692 13.6554 8.65285 279.999 11.798 8.20264 
19.2 72.0286 27.9714 277.661 13.68 8.65869 280.001 11.8047 8.1945 
19.3 71.9331 28.0669 277.631 13.7047 8.66466 280.002 11.8113 8.18638 
19.4 71.8376 28.1624 277.6 13.7295 8.67077 280.004 11.8179 8.17828 
19.5 71.7421 28.2579 277.569 13.7543 8.67701 280.005 11.8246 8.1702 
19.6 71.6466 28.3534 277.537 13.7792 8.68338 280.007 11.8312 8.16214 
19.7 71.551 28.449 277.506 13.8041 8.68989 280.008 11.8378 8.15411 
19.8 71.4554 28.5446 277.474 13.8291 8.69653 280.01 11.8444 8.14609 
19.9 71.3598 28.6402 277.443 13.8541 8.7033 280.011 11.8509 8.1381 
20 71.2642 28.7358 277.411 13.8792 8.71021 280.012 11.8575 8.13013 
20.1 71.1686 28.8314 277.378 13.9044 8.71725 280.014 11.864 8.12218 
20.2 71.0729 28.9271 277.346 13.9296 8.72442 280.015 11.8706 8.11425 
20.3 70.9772 29.0228 277.313 13.9549 8.73173 280.017 11.8771 8.10634 
20.4 70.8815 29.1185 277.281 13.9802 8.73917 280.018 11.8836 8.09846 
20.5 70.7858 29.2142 277.248 14.0056 8.74674 280.019 11.8901 8.0906 
20.6 70.6901 29.3099 277.214 14.0311 8.75445 280.021 11.8966 8.08276 
20.7 70.5943 29.4057 277.181 14.0566 8.76229 280.022 11.9031 8.07494 
20.8 70.4985 29.5015 277.148 14.0822 8.77027 280.023 11.9096 8.06715 
20.9 70.4027 29.5973 277.114 14.1078 8.77837 280.025 11.916 8.05938 
21 70.3069 29.6931 277.08 14.1335 8.78661 280.026 11.9225 8.05163 
21.1 70.2111 29.7889 277.046 14.1593 8.79499 280.027 11.9289 8.0439 
21.2 70.1152 29.8848 277.011 14.1851 8.8035 280.028 11.9353 8.0362 
21.3 70.0193 29.9807 276.977 14.211 8.81214 280.03 11.9418 8.02852 
21.4 69.9235 30.0765 276.942 14.2369 8.82091 280.031 11.9482 8.02087 
21.5 69.8275 30.1725 276.907 14.2629 8.82982 280.032 11.9546 8.01324 
21.6 69.7316 30.2684 276.872 14.289 8.83886 280.033 11.961 8.00563 
21.7 69.6357 30.3643 276.837 14.3151 8.84804 280.035 11.9674 7.99805 
21.8 69.5397 30.4603 276.801 14.3413 8.85735 280.036 11.9737 7.99049 
21.9 69.4437 30.5563 276.766 14.3675 8.86679 280.037 11.9801 7.98295 
22 69.3477 30.6523 276.73 14.3938 8.87637 280.038 11.9864 7.97544 
22.1 69.2517 30.7483 276.694 14.4201 8.88608 280.039 11.9928 7.96795 
22.2 69.1556 30.8444 276.658 14.4466 8.89592 280.04 11.9991 7.96049 
22.3 69.0596 30.9404 276.621 14.473 8.9059 280.041 12.0055 7.95305 
22.4 68.9635 31.0365 276.584 14.4996 8.91601 280.043 12.0118 7.94563 
22.5 68.8674 31.1326 276.548 14.5261 8.92625 280.044 12.0181 7.93824 
22.6 68.7713 31.2287 276.511 14.5528 8.93663 280.045 12.0244 7.93088 
22.7 68.6752 31.3248 276.473 14.5795 8.94714 280.046 12.0307 7.92354 
22.8 68.579 31.421 276.436 14.6063 8.95779 280.047 12.037 7.91622 
22.9 68.4828 31.5172 276.398 14.6331 8.96856 280.048 12.0433 7.90893 
23 68.3867 31.6133 276.361 14.66 8.97948 280.049 12.0496 7.90167 
23.1 68.2905 31.7095 276.323 14.6869 8.99052 280.05 12.0559 7.89443 
23.2 68.1943 31.8057 276.284 14.7139 9.0017 280.051 12.0622 7.88722 
23.3 68.098 31.902 276.246 14.741 9.01301 280.052 12.0685 7.88003 
23.4 68.0018 31.9982 276.207 14.7681 9.02446 280.052 12.0747 7.87287 
23.5 67.9055 32.0945 276.169 14.7953 9.03604 280.053 12.081 7.86574 
23.6 67.8092 32.1908 276.13 14.8225 9.04775 280.054 12.0872 7.85863 
23.7 67.7129 32.2871 276.091 14.8498 9.0596 280.055 12.0935 7.85154 
23.8 67.6166 32.3834 276.051 14.8772 9.07158 280.056 12.0997 7.84449 
23.9 67.5203 32.4797 276.012 14.9046 9.0837 280.057 12.106 7.83746 
24 67.424 32.576 275.972 14.9321 9.09595 280.057 12.1122 7.83045 
24.1 67.3276 32.6724 275.932 14.9596 9.10833 280.058 12.1185 7.82348 
24.2 67.2312 32.7688 275.892 14.9872 9.12085 280.059 12.1247 7.81653 
24.3 67.1349 32.8651 275.852 15.0149 9.1335 280.059 12.1309 7.8096 
24.4 67.0385 32.9615 275.811 15.0426 9.14628 280.06 12.1371 7.80271 
24.5 66.942 33.058 275.77 15.0704 9.1592 280.061 12.1434 7.79584 
24.6 66.8456 33.1544 275.73 15.0982 9.17225 280.061 12.1496 7.789 
24.7 66.7492 33.2508 275.688 15.1261 9.18544 280.062 12.1558 7.78218 
24.8 66.6527 33.3473 275.647 15.1541 9.19876 280.063 12.162 7.7754 
24.9 66.5562 33.4438 275.606 15.1821 9.21221 280.063 12.1682 7.76864 
25 66.4598 33.5402 275.564 15.2102 9.2258 280.064 12.1744 7.76191 
25.1 66.3633 33.6367 275.522 15.2383 9.23952 280.064 12.1806 7.7552 
25.2 66.2667 33.7333 275.48 15.2665 9.25338 280.065 12.1869 7.74853 
25.3 66.1702 33.8298 275.438 15.2948 9.26737 280.065 12.1931 7.74188 
25.4 66.0737 33.9263 275.395 15.3231 9.28149 280.065 12.1993 7.73526 
25.5 65.9771 34.0229 275.353 15.3515 9.29575 280.066 12.2055 7.72867 
25.6 65.8806 34.1194 275.31 15.3799 9.31015 280.066 12.2117 7.72211 
25.7 65.784 34.216 275.267 15.4084 9.32467 280.067 12.2179 7.71558 
25.8 65.6874 34.3126 275.224 15.4369 9.33933 280.067 12.2241 7.70907 
25.9 65.5908 34.4092 275.18 15.4656 9.35413 280.067 12.2303 7.7026 
26 65.4942 34.5058 275.137 15.4942 9.36906 280.067 12.2365 7.69615 
26.1 65.3976 34.6024 275.093 15.523 9.38412 280.068 12.2427 7.68974 
26.2 65.3009 34.6991 275.049 15.5517 9.39932 280.068 12.2489 7.68335 
26.3 65.2043 34.7957 275.005 15.5806 9.41465 280.068 12.2551 7.67699 
26.4 65.1076 34.8924 274.96 15.6095 9.43012 280.068 12.2613 7.67066 
26.5 65.011 34.989 274.916 15.6385 9.44572 280.068 12.2675 7.66436 
26.6 64.9143 35.0857 274.871 15.6675 9.46145 280.068 12.2737 7.65809 
26.7 64.8176 35.1824 274.826 15.6966 9.47732 280.068 12.2799 7.65185 
26.8 64.7209 35.2791 274.781 15.7257 9.49333 280.068 12.2861 7.64564 
26.9 64.6242 35.3758 274.736 15.7549 9.50947 280.068 12.2923 7.63946 
27 64.5275 35.4725 274.69 15.7842 9.52574 280.068 12.2985 7.63331 
27.1 64.4308 35.5692 274.644 15.8135 9.54215 280.068 12.3047 7.62719 
27.2 64.334 35.666 274.598 15.8429 9.55869 280.068 12.3109 7.62111 
27.3 64.2373 35.7627 274.552 15.8723 9.57537 280.068 12.3172 7.61505 
27.4 64.1405 35.8595 274.506 15.9018 9.59218 280.068 12.3234 7.60902 
27.5 64.0438 35.9562 274.459 15.9314 9.60912 280.067 12.3296 7.60302 
27.6 63.947 36.053 274.413 15.961 9.6262 280.067 12.3358 7.59706 
27.7 63.8502 36.1498 274.366 15.9907 9.64342 280.067 12.3421 7.59112 
27.8 63.7534 36.2466 274.319 16.0204 9.66077 280.066 12.3483 7.58522 
27.9 63.6567 36.3433 274.272 16.0502 9.67825 280.066 12.3545 7.57935 
28 63.5599 36.4401 274.224 16.0801 9.69587 280.066 12.3608 7.57351 
28.1 63.463 36.537 274.176 16.11 9.71363 280.065 12.367 7.5677 
28.2 63.3662 36.6338 274.129 16.14 9.73152 280.065 12.3733 7.56192 
28.3 63.2694 36.7306 274.08 16.17 9.74954 280.064 12.3795 7.55618 
28.4 63.1726 36.8274 274.032 16.2001 9.7677 280.064 12.3858 7.55047 
28.5 63.0758 36.9242 273.984 16.2303 9.786 280.063 12.392 7.54478 
28.6 62.9789 37.0211 273.935 16.2605 9.80443 280.063 12.3983 7.53914 
28.7 62.8821 37.1179 273.886 16.2907 9.82299 280.062 12.4046 7.53352 
28.8 62.7852 37.2148 273.837 16.3211 9.84169 280.061 12.4109 7.52793 
28.9 62.6884 37.3116 273.788 16.3514 9.86053 280.06 12.4172 7.52238 
29 62.5915 37.4085 273.739 16.3819 9.8795 280.06 12.4234 7.51686 
29.1 62.4946 37.5054 273.689 16.4124 9.8986 280.059 12.4297 7.51138 
29.2 62.3978 37.6022 273.639 16.443 9.91784 280.058 12.436 7.50592 
29.3 62.3009 37.6991 273.589 16.4736 9.93722 280.057 12.4424 7.5005 
29.4 62.204 37.796 273.539 16.5043 9.95673 280.056 12.4487 7.49512 
29.5 62.1071 37.8929 273.489 16.535 9.97638 280.055 12.455 7.48976 
29.6 62.0102 37.9898 273.438 16.5658 9.99616 280.054 12.4613 7.48444 
29.7 61.9134 38.0866 273.387 16.5966 10.0161 280.053 12.4677 7.47916 
29.8 61.8165 38.1835 273.336 16.6276 10.0361 280.052 12.474 7.4739 
29.9 61.7196 38.2804 273.285 16.6585 10.0563 280.051 12.4804 7.46868 
30 61.6227 38.3773 273.234 16.6896 10.0766 280.05 12.4867 7.4635 
30.1 61.5258 38.4742 273.182 16.7206 10.0971 280.049 12.4931 7.45835 
30.2 61.4289 38.5711 273.131 16.7518 10.1177 280.047 12.4995 7.45323 
30.3 61.332 38.668 273.079 16.783 10.1384 280.046 12.5059 7.44815 
30.4 61.2351 38.7649 273.026 16.8143 10.1593 280.045 12.5123 7.4431 
30.5 61.1382 38.8618 272.974 16.8456 10.1803 280.043 12.5187 7.43808 
30.6 61.0413 38.9587 272.922 16.877 10.2014 280.042 12.5251 7.43311 
30.7 60.9444 39.0556 272.869 16.9084 10.2227 280.04 12.5315 7.42816 
30.8 60.8475 39.1525 272.816 16.9399 10.2441 280.039 12.5379 7.42325 
30.9 60.7506 39.2494 272.763 16.9714 10.2657 280.037 12.5444 7.41838 
31 60.6536 39.3464 272.71 17.0031 10.2873 280.036 12.5508 7.41354 
31.1 60.5567 39.4433 272.656 17.0347 10.3092 280.034 12.5573 7.40873 
31.2 60.4598 39.5402 272.602 17.0665 10.3311 280.032 12.5637 7.40396 
31.3 60.3629 39.6371 272.549 17.0982 10.3532 280.031 12.5702 7.39923 
31.4 60.266 39.734 272.494 17.1301 10.3754 280.029 12.5767 7.39453 
31.5 60.1691 39.8309 272.44 17.162 10.3978 280.027 12.5832 7.38987 
31.6 60.0722 39.9278 272.386 17.1939 10.4203 280.025 12.5897 7.38524 
31.7 59.9754 40.0246 272.331 17.226 10.4429 280.023 12.5963 7.38065 
31.8 59.8785 40.1215 272.276 17.258 10.4657 280.021 12.6028 7.3761 
31.9 59.7816 40.2184 272.221 17.2902 10.4886 280.019 12.6093 7.37158 
32 59.6847 40.3153 272.166 17.3223 10.5117 280.017 12.6159 7.3671 
32.1 59.5878 40.4122 272.111 17.3546 10.5348 280.015 12.6225 7.36265 
32.2 59.4909 40.5091 272.055 17.3869 10.5582 280.013 12.629 7.35825 
32.3 59.3941 40.6059 271.999 17.4193 10.5816 280.01 12.6356 7.35387 
32.4 59.2972 40.7028 271.943 17.4517 10.6052 280.008 12.6423 7.34954 
32.5 59.2003 40.7997 271.887 17.4841 10.6289 280.006 12.6489 7.34524 
32.6 59.1035 40.8965 271.831 17.5167 10.6528 280.004 12.6555 7.34098 
32.7 59.0066 40.9934 271.774 17.5493 10.6768 280.001 12.6621 7.33676 
